Timestamp,Object Color,Center X,Center Y,Bounding Box Width,Bounding Box Height,Target X,Target Y,Actual X,Actual Y,Error X,Error Y,Success,Elapsed Time
2025-01-07 18:49:52,Fail to pick,778,370,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:52,segienamKuning,774,372,125,103,191,15,187,11,4,4,True,0.2359030603329032
2025-01-07 18:49:52,Fail to pick,774,372,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:52,segienamKuning,774,372,125,103,102,62,99,59,3,3,True,0.4316013554017858
2025-01-07 18:49:52,Fail to pick,774,372,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:52,segienamKuning,778,367,116,104,80,18,84,13,4,5,True,0.17168357938196604
2025-01-07 18:49:52,Fail to pick,778,367,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:53,segienamKuning,781,362,119,106,91,89,87,91,4,2,True,0.35664657124219123
2025-01-07 18:49:53,Fail to pick,781,362,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:53,segienamKuning,776,368,113,104,41,6,41,9,0,3,True,0.22596133463248735
2025-01-07 18:49:53,Fail to pick,776,368,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:53,segienamKuning,771,368,122,101,96,31,97,29,1,2,True,0.31898133728488826
2025-01-07 18:49:53,Fail to pick,771,368,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:56,persegiKuning,765,363,117,145,159,98,160,99,1,1,True,0.3771021743410953
2025-01-07 18:49:56,Fail to pick,765,363,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:56,segienamKuning,782,362,116,107,29,59,28,56,1,3,True,0.16254577529736217
2025-01-07 18:49:56,segienamKuning,782,362,116,107,82,24,81,19,1,5,True,0.48280088481125316
2025-01-07 18:49:56,Fail to pick,782,362,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:57,segienamKuning,773,358,111,116,182,72,183,67,1,5,True,0.18967806353032227
2025-01-07 18:49:57,Fail to pick,773,358,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:57,segienamKuning,776,369,113,106,175,34,175,31,0,3,True,0.23353299071004316
2025-01-07 18:49:57,segienamKuning,774,370,117,103,15,63,16,59,1,4,False,0.4525663363942175
2025-01-07 18:49:57,Fail to pick,774,370,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:57,segienamKuning,761,368,116,100,105,21,107,21,2,0,True,0.2747240241448816
2025-01-07 18:49:57,segienamKuning,760,374,114,99,169,33,171,28,2,5,True,0.21254365653600937
2025-01-07 18:49:57,Fail to pick,760,374,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:58,segienamKuning,772,369,114,100,154,20,152,20,2,0,True,0.3437185635625789
2025-01-07 18:49:58,segienamKuning,767,367,119,102,12,40,14,36,2,4,True,0.47695897008392063
2025-01-07 18:49:58,Fail to pick,767,367,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:58,segienamKuning,763,369,116,100,155,60,153,62,2,2,True,0.2420614607500026
2025-01-07 18:49:58,Fail to pick,763,369,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:49:58,segienamKuning,767,385,116,105,192,66,192,69,0,3,True,0.3224502978202515
2025-01-07 18:49:59,segienamKuning,774,366,107,101,178,35,179,36,1,1,True,0.2513330930159968
2025-01-07 18:53:31,segienamKuning,835,568,119,113,10,14,5,9,5,5,True,0.41761925343440054
2025-01-07 18:53:31,Kuning,835,568,tensor(119.7875),tensor(113.2615),42,77,39,72,3,5,True,0.0007772445678710938
2025-01-07 18:53:31,segienamKuning,840,556,131,116,43,22,40,21,3,1,True,0.24564106519705564
2025-01-07 18:53:32,segienamKuning,794,536,127,120,184,39,179,37,5,2,True,0.28611151904002585
2025-01-07 18:53:32,segienamKuning,802,528,123,117,48,19,46,14,2,5,True,0.4659444954852525
2025-01-07 18:53:32,Fail to pick,802,528,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:32,segienamKuning,800,545,128,116,144,39,143,39,1,0,True,0.30285201535219697
2025-01-07 18:53:32,segienamKuning,829,561,130,113,35,8,32,7,3,1,True,0.36704595729894196
2025-01-07 18:53:32,segienamKuning,825,562,131,111,67,36,66,32,1,4,True,0.44307973515551347
2025-01-07 18:53:32,Fail to pick,825,562,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:32,segienamKuning,825,559,129,111,129,46,125,47,4,1,True,0.2663864525417372
2025-01-07 18:53:32,Fail to pick,825,559,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:32,segienamKuning,829,561,128,111,83,37,78,41,5,4,True,0.22164972753473133
2025-01-07 18:53:32,Fail to pick,829,561,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:32,segienamKuning,788,532,135,123,51,36,53,37,2,1,False,0.46253165875376745
2025-01-07 18:53:32,persegiKuning,789,533,134,123,75,36,77,38,2,2,True,0.37467431498823345
2025-01-07 18:53:32,Fail to pick,789,533,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:32,segienamKuning,787,533,133,123,33,60,36,56,3,4,True,0.2147392110106118
2025-01-07 18:53:32,Kuning,787,533,tensor(133.6373),tensor(123.0547),51,72,55,72,4,0,True,0.0
2025-01-07 18:53:32,Fail to pick,787,533,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:33,segienamKuning,825,560,129,106,5,82,0,81,5,1,True,0.11404964357253378
2025-01-07 18:53:33,segienamKuning,826,556,126,108,188,49,187,53,1,4,True,0.30428474296887875
2025-01-07 18:53:33,Fail to pick,826,556,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:33,segienamKuning,791,538,129,123,54,66,49,61,5,5,True,0.14358647029552657
2025-01-07 18:53:33,segienamKuning,820,564,132,110,46,75,45,70,1,5,True,0.36616350810238485
2025-01-07 18:53:33,segienamKuning,782,534,126,123,132,14,136,16,4,2,True,0.46696321735099955
2025-01-07 18:53:33,segienamKuning,833,554,120,113,81,91,79,87,2,4,True,0.4227306817914217
2025-01-07 18:53:33,segienamKuning,831,558,116,109,169,26,165,24,4,2,True,0.36048564004864314
2025-01-07 18:53:33,Fail to pick,831,558,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:33,segienamKuning,821,560,121,114,131,64,130,63,1,1,True,0.38093995356364496
2025-01-07 18:53:33,segienamKuning,828,556,123,108,154,53,151,53,3,0,True,0.1523529166254739
2025-01-07 18:53:33,Fail to pick,828,556,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:33,segienamKuning,791,540,124,116,197,87,201,85,4,2,True,0.30660557980791125
2025-01-07 18:53:34,segienamKuning,786,538,129,122,65,36,60,33,5,3,True,0.11444392298114314
2025-01-07 18:53:34,Fail to pick,786,538,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:34,segienamKuning,825,558,121,106,107,37,110,39,3,2,True,0.34811003660285117
2025-01-07 18:53:34,segienamKuning,828,555,122,109,127,19,128,19,1,0,True,0.22708606211101096
2025-01-07 18:53:34,Fail to pick,828,555,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:34,segienamKuning,826,559,122,106,41,27,41,30,0,3,True,0.40014857727651854
2025-01-07 18:53:34,Fail to pick,826,559,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:34,segienamKuning,828,555,123,108,154,87,155,88,1,1,True,0.31145842551517894
2025-01-07 18:53:34,Fail to pick,828,555,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:34,segienamKuning,834,560,121,109,185,61,189,56,4,5,True,0.4219265741235071
2025-01-07 18:53:34,Fail to pick,834,560,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:34,segienamKuning,794,534,125,118,197,2,197,-3,0,5,True,0.11031978726511392
2025-01-07 18:53:34,segienamKuning,833,564,120,109,91,39,95,42,4,3,True,0.40052224768173816
2025-01-07 18:53:35,segienamKuning,828,561,124,111,176,69,179,73,3,4,False,0.3819367632197498
2025-01-07 18:53:35,Fail to pick,828,561,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:35,segienamKuning,827,561,127,108,121,37,116,35,5,2,True,0.37934167738566127
2025-01-07 18:53:35,Fail to pick,827,561,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:35,segienamKuning,785,539,130,121,103,46,106,41,3,5,True,0.4859590703737874
2025-01-07 18:53:35,segienamKuning,792,538,130,117,81,99,78,103,3,4,True,0.17812402662333288
2025-01-07 18:53:35,Fail to pick,792,538,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:35,segienamKuning,827,563,127,111,127,54,127,53,0,1,True,0.4741177739397806
2025-01-07 18:53:35,segienamKuning,786,543,128,121,163,73,167,76,4,3,True,0.34467724571236613
2025-01-07 18:53:35,segienamKuning,830,562,120,112,155,6,150,3,5,3,True,0.4417038859331197
2025-01-07 18:53:35,segienamKuning,826,559,123,108,153,39,152,43,1,4,True,0.31420927570982027
2025-01-07 18:53:35,Fail to pick,826,559,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,798,539,126,119,156,73,154,68,2,5,True,0.2764475663759651
2025-01-07 18:53:36,segienamKuning,824,565,124,115,5,65,8,69,3,4,True,0.33839161825464736
2025-01-07 18:53:36,segienamKuning,829,567,122,116,40,6,38,9,2,3,False,0.3469283433190774
2025-01-07 18:53:36,Fail to pick,829,567,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,835,565,120,112,123,12,120,8,3,4,True,0.42584306975718367
2025-01-07 18:53:36,Fail to pick,835,565,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,829,567,124,113,75,38,75,42,0,4,True,0.16191308701917984
2025-01-07 18:53:36,Fail to pick,829,567,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,831,567,120,108,182,44,178,39,4,5,True,0.13809156379437623
2025-01-07 18:53:36,Fail to pick,831,567,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,837,565,121,110,54,82,50,77,4,5,True,0.272641708698433
2025-01-07 18:53:36,Fail to pick,837,565,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,829,566,125,111,91,45,94,48,3,3,True,0.2934124775116943
2025-01-07 18:53:36,Fail to pick,829,566,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:36,segienamKuning,795,540,128,118,149,75,149,71,0,4,True,0.3686720391449956
2025-01-07 18:53:36,segienamKuning,829,564,123,111,165,20,163,23,2,3,False,0.42834407184301637
2025-01-07 18:53:38,segienamKuning,858,405,118,118,82,0,83,-2,1,2,True,0.4793006242228057
2025-01-07 18:53:38,Kuning,858,405,tensor(118.8212),tensor(118.6654),87,79,91,81,4,2,True,0.0004994869232177734
2025-01-07 18:53:38,segienamKuning,860,407,122,121,135,0,135,-1,0,1,True,0.23881180177308425
2025-01-07 18:53:38,Fail to pick,860,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:38,segienamKuning,861,409,120,116,199,7,200,5,1,2,False,0.2304327119236052
2025-01-07 18:53:38,Fail to pick,861,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:38,segienamKuning,860,409,119,115,85,3,81,0,4,3,True,0.2964039007066449
2025-01-07 18:53:38,Fail to pick,860,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:38,segienamKuning,870,403,118,115,137,10,137,5,0,5,False,0.3398447027469598
2025-01-07 18:53:38,segienamKuning,861,405,121,119,102,11,98,10,4,1,True,0.24969031855292279
2025-01-07 18:53:38,Fail to pick,861,405,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:38,segienamKuning,862,409,122,117,68,92,66,88,2,4,True,0.1584932506920772
2025-01-07 18:53:38,Fail to pick,862,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:38,segienamKuning,862,409,116,118,109,94,106,96,3,2,True,0.1577069456341066
2025-01-07 18:53:39,Fail to pick,862,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,825,363,128,130,95,40,93,37,2,3,True,0.13016393442565766
2025-01-07 18:53:39,segienamKuning,867,406,120,119,104,83,105,78,1,5,True,0.31810675338390504
2025-01-07 18:53:39,Kuning,867,406,tensor(120.6248),tensor(119.7871),87,80,84,75,3,5,True,0.0005028247833251953
2025-01-07 18:53:39,segienamKuning,869,406,117,117,11,31,11,34,0,3,True,0.16253748082889968
2025-01-07 18:53:39,Fail to pick,869,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,862,406,119,119,191,34,191,30,0,4,True,0.22735437119498894
2025-01-07 18:53:39,Fail to pick,862,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,861,407,120,117,25,79,27,80,2,1,True,0.35074945245378464
2025-01-07 18:53:39,Fail to pick,861,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,862,406,122,123,125,12,124,10,1,2,True,0.14161109746794193
2025-01-07 18:53:39,Fail to pick,862,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,862,407,120,114,36,49,38,51,2,2,True,0.2050260469092168
2025-01-07 18:53:39,Fail to pick,862,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:39,segienamKuning,866,405,119,120,1,68,0,69,1,1,True,0.41989145781209514
2025-01-07 18:53:39,Fail to pick,866,405,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,868,402,123,118,122,97,125,100,3,3,True,0.1288780674844242
2025-01-07 18:53:40,Fail to pick,868,402,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,861,411,121,119,191,73,186,77,5,4,True,0.43101266349893463
2025-01-07 18:53:40,Fail to pick,861,411,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,863,410,121,115,27,68,29,66,2,2,True,0.4345516943719564
2025-01-07 18:53:40,Fail to pick,863,410,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,866,410,120,116,18,52,17,51,1,1,True,0.38364219473963923
2025-01-07 18:53:40,Fail to pick,866,410,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,869,411,119,114,176,20,177,23,1,3,True,0.29496515231232834
2025-01-07 18:53:40,Fail to pick,869,411,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,865,413,118,115,164,91,166,87,2,4,True,0.2980558929790089
2025-01-07 18:53:40,Fail to pick,865,413,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,867,412,119,115,147,30,149,26,2,4,True,0.46000303290472444
2025-01-07 18:53:40,Fail to pick,867,412,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:40,segienamKuning,869,407,118,116,177,0,178,3,1,3,True,0.19904941014705724
2025-01-07 18:53:40,Fail to pick,869,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:41,segienamKuning,823,373,124,126,14,10,12,7,2,3,True,0.19660052210888354
2025-01-07 18:53:41,segienamKuning,870,410,115,116,88,43,91,41,3,2,True,0.27107189041713375
2025-01-07 18:53:41,segienamKuning,864,410,120,119,91,15,91,17,0,2,True,0.33849440666957953
2025-01-07 18:53:41,Fail to pick,864,410,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:41,segienamKuning,861,414,120,118,86,14,84,13,2,1,True,0.2590092019825738
2025-01-07 18:53:41,Fail to pick,861,414,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:42,segienamKuning,833,361,120,124,13,35,15,39,2,4,True,0.16790425950668092
2025-01-07 18:53:42,Kuning,833,361,tensor(120.1168),tensor(124.1938),99,77,103,77,4,0,True,0.0004994869232177734
2025-01-07 18:53:42,segienamKuning,862,412,114,116,38,4,39,5,1,1,True,0.4300263633317315
2025-01-07 18:53:42,segienamKuning,870,414,117,121,191,60,190,61,1,1,True,0.18166491528985726
2025-01-07 18:53:42,Fail to pick,870,414,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,870,414,117,121,38,17,37,12,1,5,True,0.13472394903698623
2025-01-07 18:53:43,Fail to pick,870,414,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,869,412,120,121,62,71,58,73,4,2,True,0.30885810747400844
2025-01-07 18:53:43,Fail to pick,869,412,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,876,410,119,117,30,79,31,76,1,3,True,0.4610617066506547
2025-01-07 18:53:43,Fail to pick,876,410,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,870,417,118,116,170,56,172,56,2,0,True,0.3430017307273986
2025-01-07 18:53:43,Fail to pick,870,417,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,871,413,117,120,179,41,183,38,4,3,True,0.25137652283701756
2025-01-07 18:53:43,Fail to pick,871,413,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:43,segienamKuning,876,415,117,116,7,84,10,83,3,1,True,0.1667042000447793
2025-01-07 18:53:43,Fail to pick,876,415,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:44,segienamKuning,879,412,114,120,7,77,9,79,2,2,True,0.21494850340796942
2025-01-07 18:53:44,Fail to pick,879,412,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:44,segienamKuning,880,416,109,118,56,18,56,21,0,3,True,0.43481031086943545
2025-01-07 18:53:44,Fail to pick,880,416,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:49,segienamKuning,884,418,119,112,9,46,5,47,4,1,True,0.4048421235237716
2025-01-07 18:53:50,Fail to pick,884,418,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:50,segienamKuning,860,407,127,132,158,54,157,56,1,2,True,0.4075143336743371
2025-01-07 18:53:50,persegiKuning,860,408,124,134,149,88,149,87,0,1,True,0.1482794567177984
2025-01-07 18:53:50,Fail to pick,860,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:52,segienamKuning,859,404,120,118,148,32,146,28,2,4,True,0.19999810509946336
2025-01-07 18:53:52,Kuning,859,404,tensor(120.5135),tensor(118.3331),87,79,89,79,2,0,True,0.0004980564117431641
2025-01-07 18:53:53,Fail to pick,859,404,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:53,segienamKuning,860,409,117,117,138,87,142,85,4,2,True,0.1981435370600403
2025-01-07 18:53:53,Fail to pick,860,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:53,segienamKuning,859,408,118,116,0,47,-5,51,5,4,True,0.44612139295165065
2025-01-07 18:53:53,Fail to pick,859,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:53,segienamKuning,860,407,117,119,31,18,35,14,4,4,True,0.3187724318660046
2025-01-07 18:53:53,Fail to pick,860,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:53,segienamKuning,860,406,121,118,80,80,75,78,5,2,True,0.25971027893908916
2025-01-07 18:53:53,Fail to pick,860,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:54,segienamKuning,816,371,122,121,151,83,146,87,5,4,True,0.1794990202182628
2025-01-07 18:53:54,segienamKuning,851,406,122,115,161,6,164,2,3,4,True,0.45941700547352604
2025-01-07 18:53:54,segienamKuning,868,399,122,120,198,58,196,53,2,5,True,0.1704125549593719
2025-01-07 18:53:54,segienamKuning,857,408,123,118,58,25,58,23,0,2,True,0.20735033300563074
2025-01-07 18:53:55,segienamKuning,861,407,122,120,163,4,161,3,2,1,True,0.2969493359003291
2025-01-07 18:53:55,Fail to pick,861,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:55,segienamKuning,860,407,120,116,151,71,155,71,4,0,False,0.3309319004725588
2025-01-07 18:53:55,Fail to pick,860,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:55,segienamKuning,856,412,119,114,120,0,120,-2,0,2,False,0.43719095726216595
2025-01-07 18:53:55,Fail to pick,856,412,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:55,segienamKuning,856,407,121,117,53,53,52,50,1,3,False,0.12886796246731064
2025-01-07 18:53:55,Fail to pick,856,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:55,segienamKuning,857,413,118,117,175,63,173,60,2,3,True,0.25916172073242016
2025-01-07 18:53:55,Fail to pick,857,413,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:56,segienamKuning,860,405,121,117,78,68,75,63,3,5,False,0.21341788964923528
2025-01-07 18:53:56,Fail to pick,860,405,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:56,segienamKuning,866,407,125,117,171,83,171,84,0,1,True,0.274375868505489
2025-01-07 18:53:56,Fail to pick,866,407,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:56,segienamKuning,832,380,120,124,145,6,145,2,0,4,True,0.2870755949423731
2025-01-07 18:53:56,segienamKuning,856,412,120,118,198,75,198,78,0,3,True,0.36038323556216545
2025-01-07 18:53:57,segienamKuning,858,406,121,120,137,25,134,24,3,1,True,0.4627823893649704
2025-01-07 18:53:57,Fail to pick,858,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:57,segienamKuning,860,408,120,118,135,55,131,58,4,3,True,0.42717609471553764
2025-01-07 18:53:57,Fail to pick,860,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:57,segienamKuning,814,375,127,123,173,36,172,35,1,1,True,0.17114817278944097
2025-01-07 18:53:57,segienamKuning,860,404,119,117,119,4,116,2,3,2,False,0.30734424374691804
2025-01-07 18:53:57,segienamKuning,856,412,126,118,87,85,82,89,5,4,True,0.13962178185465846
2025-01-07 18:53:57,Fail to pick,856,412,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:58,segienamKuning,860,410,120,115,99,82,98,77,1,5,True,0.2630143044409785
2025-01-07 18:53:58,Fail to pick,860,410,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:58,segienamKuning,862,409,121,117,26,8,22,3,4,5,True,0.34694559227210775
2025-01-07 18:53:58,Fail to pick,862,409,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:58,segienamKuning,855,413,122,116,174,45,178,48,4,3,True,0.18292888722410494
2025-01-07 18:53:58,Fail to pick,855,413,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:53:59,segienamKuning,831,373,117,118,74,30,77,29,3,1,True,0.4811036981709196
2025-01-07 18:53:59,segienamKuning,853,413,120,114,44,63,44,65,0,2,True,0.31064958171613366
2025-01-07 18:53:59,segienamKuning,857,408,119,118,37,90,38,94,1,4,True,0.2084289380116532
2025-01-07 18:53:59,Fail to pick,857,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:00,segienamKuning,857,411,122,117,89,94,86,93,3,1,True,0.25247180493732857
2025-01-07 18:54:00,Fail to pick,857,411,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:00,segienamKuning,871,404,125,116,22,96,26,91,4,5,True,0.2378420075817218
2025-01-07 18:54:00,segienamKuning,856,411,123,117,190,96,190,100,0,4,True,0.4752956386366175
2025-01-07 18:54:00,segienamKuning,856,405,126,115,182,75,186,74,4,1,True,0.40416969791572777
2025-01-07 18:54:00,Fail to pick,856,405,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:03,segienamKuning,858,416,122,121,87,41,82,43,5,2,False,0.39733452117906554
2025-01-07 18:54:03,segienamKuning,855,414,121,120,85,77,87,81,2,4,True,0.3688363144354494
2025-01-07 18:54:03,Fail to pick,855,414,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:03,segienamKuning,855,408,122,121,164,59,159,56,5,3,True,0.3638209243145982
2025-01-07 18:54:03,Fail to pick,855,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:03,segienamKuning,857,408,120,118,176,7,177,7,1,0,True,0.23568313531131882
2025-01-07 18:54:03,Fail to pick,857,408,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:04,segienamKuning,858,406,117,119,14,84,10,83,4,1,False,0.1322019625647359
2025-01-07 18:54:04,Fail to pick,858,406,0,0,0,0,0,0,0,0,False,0
2025-01-07 18:54:04,segienamKuning,850,413,119,119,61,99,59,96,2,3,True,0.18498705701125445
